Cookies, chocolate chip, commercially prepared, regular, lower fat	10	2
Veal, composite of trimmed retail cuts, separable lean and fat, cooked	14	20
Tortillas, ready-to-bake or -fry, corn, without added salt	6	3
Veal, rib, separable lean and fat, raw	14	13
Pork, fresh, separable fat, cooked	14	5
Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil	11	2
Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw	12	22
Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted	12	20
Pie, mince, prepared from recipe	4	1
PIZZA HUT 12" Cheese Pizza, THIN 'N CRISPY Crust	17	7
Cauliflower, frozen, unprepared	11	1
LITTLE CAESARS 14" Original Round Meat and Vegetable Pizza, Regular Crust	10	6
Salami, dry or hard, pork	14	16
Chicken, roasting, giblets, raw	11	14
Fish, sea bass, mixed species, raw	15	13
Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw	13	13
APPLEBEE'S, chicken tenders platter	12	14
Soy sauce made from soy and wheat (shoyu), low sodium	7	5
Beef, New Zealand, imported, oyster blade, separable lean and fat, raw	12	16
Game meat, beaver, raw	15	17
Beans, snap, yellow, cooked, boiled, drained, with salt	13	1
Cookies, chocolate chip, refrigerated dough	11	2
Pasta, cooked, enriched, with added salt	6	2
Chicken, broiler, rotisserie, BBQ, wing, meat only	13	19
Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8" fat, all grades, raw	14	17
Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8" fat, cooked, braised	13	21
Thyme, fresh	+Inf	0
Tofu, salted and fermented (fuyu)	10	6
Game meat, deer, tenderloin, separable lean only, cooked, broiled	14	20
Fish, monkfish, cooked, dry heat	15	13
Beef, brisket, whole, separable lean only, trimmed to 0" fat, all grades, cooked, braised	13	22
Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0" fat, select, cooked, roasted	14	25
Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt	17	0
Beef, round, top round, steak, separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	13	22
